Name,Chromosome,Region,Identifier,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - Total counts,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - RPKM,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - TPM,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - CPM,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - Total counts,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - RPKM,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - TPM,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - CPM,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - Total counts,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - RPKM,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - TPM,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - CPM,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - Total counts,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - RPKM,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - TPM,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - CPM,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - Total counts,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - RPKM,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - TPM,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - CPM,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - Total counts,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - RPKM,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - TPM,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - CPM,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - Total counts,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - RPKM,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - TPM,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - CPM,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - Total counts,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - RPKM,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - TPM,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - CPM,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - Total counts,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - RPKM,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - TPM,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - CPM,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - Total counts,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - RPKM,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - TPM,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - CPM,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - Total counts,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - RPKM,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - TPM,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - CPM,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - Total counts,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - RPKM,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - TPM,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - CPM,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - Total counts,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - RPKM,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - TPM,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - CPM
aroE,PA14 ref,26732..27556,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384743,4,14.87662305,17.15266809,17.90219939,11,39.27841622,44.83946908,47.39395277,10,29.54512401,32.79696196,34.70085362,4,12.13370984,13.3359653,14.59845526,11,33.14778859,36.83873342,40.08944384,7,18.49348626,20.02288727,23.50647322,17,43.79748686,47.56829389,49.13999561,12,30.49329576,33.48705005,37.38895715,10,25.47136675,27.87068439,31.35358612,10,26.0815378,28.50472084,31.58497574,11,27.70441879,30.88655438,37.51347036,2,5.138011814,6.063139097,8.860248191,14,36.02135629,41.09976707,54.18410297
plcB,PA14 ref,27667..28653,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384744,41,127.4573897,146.9576996,183.4975438,59,176.0962429,201.0280149,254.2039285,85,209.914065,233.0179288,294.9572558,68,172.4166976,189.5004188,248.1737395,76,191.4309979,212.7464848,276.981612,49,108.2065686,117.1551915,164.5453126,60,129.2076762,140.3319952,173.4352786,49,104.0772949,114.2953393,152.671575,80,170.3252488,186.3693181,250.8286889,75,163.5050812,178.6960083,236.8873181,41,86.31315883,96.22710711,139.822935,37,79.45177843,93.75750807,163.9145915,36,77.42323649,88.33862223,139.3305505
PA14_00310,PA14 ref,28634..29920,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384745,36,85.82667145,98.95770052,161.1197945,51,116.7365517,133.2641564,219.7355992,75,142.0438654,157.6777017,260.2564022,48,93.33622956,102.5843485,175.1814632,42,81.13095109,90.16473215,153.0687856,31,52.49982364,56.84152981,104.1000957,33,54.49913524,59.19131593,95.38940324,29,47.23854579,51.87630617,90.35664645,42,68.57675662,75.03645798,131.6850617,21,35.10976242,38.37173959,66.32844906,16,25.83162591,28.7986521,54.56504779,13,21.40838256,25.26307957,57.59161324,14,23.09061301,26.34600453,54.18410297
PA14_00320,PA14 ref,29917..30519,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384746,1,5.088397188,5.86689518,4.475549848,2,9.770750302,11.15409679,8.617082322,2,8.084486669,8.974293074,6.940170724,7,29.0514819,31.93001642,25.54729671,7,28.86001494,32.07352412,25.51146426,5,18.07288103,19.56749822,16.79033802,8,28.19855753,30.62635252,23.12470382,3,10.42992081,11.45390393,9.347239288,3,10.45466546,11.43946001,9.406075835,4,14.2734784,15.59959847,12.6339903,2,6.891646464,7.683222482,6.820630974,1,3.514809077,4.14766978,4.430124096,3,10.56063217,12.04950527,11.61087921
PA14_00340,PA14 ref,complement(30523..32076),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384747,2,3.948910559,4.553073094,8.951099697,1,1.895676458,2.164067041,4.308541161,2,3.137030542,3.482302911,6.940170724,1,1.610410331,1.76997609,3.649613816,9,14.39817072,16.00138035,32.80045405,4,5.610268861,6.07423497,13.43227041,4,5.470955661,5.941985383,11.56235191,3,4.047131436,4.444468515,9.347239288,7,9.465710615,10.35734893,21.94751028,1,1.384637625,1.513281512,3.158497574,5,6.685429244,7.453319107,17.05157743,6,8.183126924,9.656543928,26.58074457,3,4.097851481,4.675580231,11.61087921
PA14_00360,PA14 ref,complement(32081..33004),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384748,1,3.320674788,3.828720556,4.475549848,2,6.376366269,7.279134591,8.617082322,2,5.275915002,5.85660035,6.940170724,2,5.416834751,5.953555937,7.299227631,1,2.690567255,2.990156933,3.644494895,1,2.358863044,2.553939703,3.358067603,2,4.600576351,4.996669526,5.781175954,3,6.806539233,7.474787957,9.347239288,0,0,0,0,0,0,0,0,3,6.746205873,7.521076553,10.23094646,0,0,0,0,1,2.297280376,2.621158614,3.87029307
betC,PA14 ref,complement(33021..34532),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384749,3,6.087903778,7.019321019,13.42664954,2,3.896668275,4.448360028,8.617082322,4,6.448340558,7.158067095,13.88034145,3,4.965431855,5.457426276,10.94884145,4,6.57694218,7.309272504,14.57797958,4,5.766109663,6.242963719,13.43227041,3,4.217194988,4.580280399,8.671763931,3,4.159551753,4.567925974,9.347239288,5,6.949033586,7.603609334,15.67679306,5,7.115498903,7.776585546,15.79248787,5,6.871135612,7.660355749,17.05157743,2,2.803478669,3.30826042,8.860248191,7,9.82725494,11.21273407,27.09205149
PA14_00400,PA14 ref,34645..35559,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384750,4,13.41334865,15.46552041,17.90219939,8,25.7563385,29.40293055,34.46832929,9,23.97514161,26.61392815,31.23076826,7,19.14540283,21.04240426,25.54729671,3,8.151095554,9.058704939,10.93348468,3,7.146194926,7.737181265,10.07420281,7,16.26039773,17.66035983,20.23411584,1,2.291162933,2.516103487,3.115746429,2,4.593197282,5.02586112,6.270717224,4,9.406456255,10.28039112,12.6339903,4,9.083415995,10.12673914,13.64126195,1,2.316316802,2.73338238,4.430124096,3,6.959629728,7.940821506,11.61087921
PA14_00410,PA14 ref,35570..35947,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384751,7,56.82043527,65.51366285,31.32884894,4,31.1733462,35.58688022,17.23416464,4,25.79336223,28.63226838,13.88034145,5,33.10287903,36.38284184,18.24806908,5,32.8847109,36.54636252,18.22247447,6,34.59665798,37.45778232,20.14840562,5,28.11463326,30.53520266,14.45293988,7,38.82248303,42.63397576,21.810225,6,33.35536121,36.4973248,18.81215167,8,45.53919298,49.77014749,25.2679806,3,16.49072547,18.3848538,10.23094646,5,28.03478668,33.0826042,22.15062048,3,16.84672275,19.22182984,11.61087921
PA14_00420,PA14 ref,complement(35926..36291),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384752,1,8.383342908,9.665950256,4.475549848,3,24.14656735,27.56524739,12.92562348,4,26.63904624,29.57103128,13.88034145,1,6.837643866,7.51514438,3.649613816,0,0,0,0,5,29.77581219,32.23825527,16.79033802,2,11.6145698,12.61454274,5.781175954,1,5.727907333,6.290258718,3.115746429,0,0,0,0,1,5.87903516,6.425244451,3.158497574,0,0,0,0,1,5.790792004,6.833455949,4.430124096,6,34.79814864,39.70410753,23.22175842
PA14_00430,PA14 ref,complement(36299..36922),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384753,2,9.834306104,11.33890318,8.951099697,0,0,0,0,0,0,0,0,4,16.04216446,17.63168489,14.59845526,0,0,0,0,4,13.97172726,15.12718132,13.43227041,3,10.21858786,11.09837174,8.671763931,2,6.719275909,7.378957343,6.231492858,3,10.10282575,11.05447819,9.406075835,4,13.79312095,15.07461198,12.6339903,4,13.31943211,14.84930499,13.64126195,1,3.396522233,4.00808474,4.430124096,4,13.60696838,15.5253241,15.48117228
trpA,PA14 ref,complement(37108..37914),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384754,6,22.81266546,26.30288322,26.85329909,15,54.75615643,62.50855355,64.62811741,12,36.24494767,40.23419125,41.64102434,20,62.02175105,68.16710887,72.99227631,13,40.04844346,44.50776343,47.37843363,10,27.0085434,29.24213489,33.58067603,4,10.53514882,11.44218747,11.56235191,8,20.78229575,22.82264873,24.92597143,4,10.41580053,11.39693414,12.54143445,11,29.32961035,32.05456525,34.74347332,7,18.02332077,20.09348333,23.87220841,7,18.38415008,21.6943174,31.01086867,6,15.78205998,18.00706736,23.22175842
trpB,PA14 ref,complement(37911..39119),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384755,17,43.14405258,49.74486558,76.08434742,29,70.66216317,80.66653867,124.9476937,89,179.4334765,199.1825419,308.8375972,64,132.477229,145.6035914,233.5752842,45,92.53414928,102.8376553,164.0022703,76,137.0130673,148.3439717,255.2131379,60,105.4821972,114.5638373,173.4352786,60,104.0404012,114.2548234,186.9447858,48,83.42978686,91.28859405,150.4972134,62,110.3449676,120.5968958,195.8268496,47,80.77591085,90.05384962,160.2848279,74,129.7252363,153.0829784,327.8291831,93,163.2836205,186.3038892,359.9372555
trpI,PA14 ref,39223..40110,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384756,1,3.455296739,3.983938957,4.475549848,4,13.26973521,15.14846928,17.23416464,1,2.744901724,3.047015047,3.470085362,3,8.45465424,9.29237447,10.94884145,1,2.799644306,3.111379512,3.644494895,3,7.36347788,7.972433398,10.07420281,4,9.574172406,10.39847442,11.56235191,7,16.5257867,18.14824644,21.810225,4,9.465710615,10.35734893,12.54143445,3,7.269347528,7.944727936,9.475492723,1,2.339900235,2.608661687,3.410315487,1,2.386745353,2.816491979,4.430124096,2,4.780826728,5.454843602,7.740586139
PA14_00470,PA14 ref,40211..40426,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384757,112,1590.972187,1834.38256,501.261583,103,1404.748913,1603.63379,443.7797396,79,891.4830821,989.6027759,274.1367436,104,1204.944797,1324.335443,379.5598368,95,1093.416637,1215.166554,346.227015,156,1574.147938,1704.329095,523.8585461,120,1180.814597,1282.478512,346.8705572,129,1252.025078,1374.945718,401.9312894,109,1060.422525,1160.310784,341.7540887,98,976.2464496,1066.947537,309.5327623,247,2376.038694,2648.951018,842.3479253,256,2511.916887,2964.201336,1134.111768,233,2289.750401,2612.567039,901.7782852
PA14_00480,PA14 ref,40610..40837,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384758,494,6647.990926,7665.098553,2210.921625,679,8773.04099,10015.13142,2925.499448,681,7280.346183,8081.64612,2363.128132,666,7310.161045,8034.48041,2430.642801,624,6804.019763,7561.634755,2274.164814,779,7446.930629,8062.787643,2615.934663,704,6562.843233,7127.88057,2034.973936,944,8679.88989,9532.059422,2941.264629,720,6635.961336,7261.046724,2257.458201,620,5851.187098,6394.809083,1958.268496,746,6798.518557,7579.397884,2544.095353,858,7975.74926,9411.826776,3801.046474,773,7196.65396,8211.262204,2991.736543
PA14_00490,PA14 ref,41133..42821,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384759,6,10.89983483,12.5674522,26.85329909,2,3.488314051,3.98219086,8.617082322,5,7.215727445,8.009915222,17.35042681,2,2.963383843,3.257007511,7.299227631,9,13.24734002,14.72240678,32.80045405,6,7.742768926,8.383091602,20.14840562,3,3.775250931,4.100286538,8.671763931,6,7.447296923,8.178453609,18.69447858,8,9.953287183,10.89085358,25.08286889,9,11.46568491,12.53093856,28.42647817,6,7.381283868,8.229099746,20.46189292,0,0,0,0,4,5.027086009,5.735821337,15.48117228
PA14_00510,PA14 ref,42934..53265,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384760,20,5.93941832,6.848118067,89.51099696,17,4.847075172,5.533325889,73.24519973,27,6.369702258,7.070773594,93.69230477,31,7.50870183,8.252693393,113.1380283,22,5.293636389,5.883072991,80.17888768,33,6.961522642,7.537236685,110.8162309,26,5.348637546,5.809136116,75.1552874,29,5.884243944,6.461944061,90.35664645,24,4.881272373,5.341071922,75.24860668,20,4.16517009,4.552147637,63.16995149,48,9.653107591,10.76186564,163.6951434,43,8.820701176,10.40891693,190.4953361,47,9.656048408,11.01739027,181.9037743
PA14_00520,PA14 ref,54577..54699,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384761,5,124.7277847,143.8104794,22.37774924,0,0,0,0,1,19.81685147,21.99796229,3.470085362,2,40.69231959,44.72427387,7.299227631,1,20.21206621,22.46264233,3.644494895,1,17.72023945,19.18569338,3.358067603,3,51.84064083,56.30393466,8.671763931,5,85.2200847,93.58677605,15.57873215,1,17.0844533,18.69375173,3.135358612,2,34.98742875,38.23804015,6.316995149,9,152.0364446,169.4993838,30.69283938,8,137.8490975,162.6695855,35.44099277,4,69.03047373,78.76261982,15.48117228
PA14_00530,PA14 ref,54909..55304,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4381736,6,46.48944704,53.60208778,26.85329909,3,22.31728194,25.47697107,12.92562348,1,6.155234169,6.832700409,3.470085362,4,25.27856217,27.78326104,14.59845526,11,69.05789289,76.74736129,40.08944384,9,49.53612392,53.63273377,30.22260843,13,69.77540799,75.78282115,37.5776437,7,37.05782471,40.69606777,21.810225,5,26.53267369,29.03196291,15.67679306,14,76.07115191,83.13876911,44.21896604,13,68.21163716,76.04644071,44.33410133,12,64.22514768,75.78923871,53.16148915,11,58.96352964,67.27640443,42.57322376
PA14_00550,PA14 ref,complement(55575..56984),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4381737,6,13.05661066,15.05420338,26.85329909,3,6.267832375,7.155234428,12.92562348,7,12.10092845,13.43279825,24.29059753,6,10.64926662,11.70443763,21.89768289,6,10.57908146,11.75704258,21.86696937,2,3.091616245,3.347291186,6.716135207,6,9.044537337,9.823239664,17.34352786,5,7.434092495,8.163952805,15.57873215,1,1.490345927,1.630731534,3.135358612,1,1.526047424,1.667829411,3.158497574,6,8.841835783,9.857410972,20.46189292,8,12.02513403,14.19032555,35.44099277,4,6.021807283,6.870781729,15.48117228
exoT,PA14 ref,57148..58476,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4381738,9,20.77857904,23.95759228,40.27994863,12,26.59937893,30.36532895,51.70249393,8,14.67252208,16.28743032,27.7606829,9,16.94747848,18.62670097,32.84652434,13,24.31835506,27.02615883,47.37843363,12,19.68026594,21.30781297,40.29681124,8,12.79437938,13.8959297,23.12470382,8,12.61949787,13.8584481,24.92597143,9,14.23061686,15.57109343,28.21822751,11,17.80962796,19.46428454,34.74347332,23,35.95946005,40.08977149,78.4372562,19,30.30035184,35.75609682,84.17235782,10,15.97206221,18.22385673,38.7029307
PA14_00570,PA14 ref,59018..59704,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4381739,0,0,0,0,1,4.288036705,4.895138546,4.308541161,6,21.28797145,23.63099879,20.82051217,3,10.9282867,12.01110412,10.94884145,1,3.618754213,4.021695788,3.644494895,3,9.517857871,10.30497941,10.07420281,5,15.46918686,16.80102854,14.45293988,10,30.51548885,33.51142199,31.15746429,3,9.176365749,10.04074874,9.406075835,2,6.264124799,6.846111992,6.316995149,8,24.19599894,26.97515666,27.2825239,3,9.255152285,10.92159335,13.29037229,0,0,0,0
PA14_00580,PA14 ref,59735..60088,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4381740,0,0,0,0,2,16.6433967,18.99977503,8.617082322,1,6.885516189,7.643359779,3.470085362,1,7.069428404,7.769895037,3.649613816,0,0,0,0,3,18.47109706,19.99864649,10.07420281,0,0,0,0,1,5.922073683,6.503487827,3.115746429,5,29.68061803,32.47643309,15.67679306,1,6.078324487,6.643049348,3.158497574,1,5.869580251,6.543761521,3.410315487,0,0,0,0,0,0,0,0
PA14_00590,PA14 ref,60241..60750,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4381741,8,48.13025105,55.49392617,35.80439879,17,98.19604054,112.0986727,73.24519973,18,86.02844932,95.4970363,62.46153652,15,73.60522515,80.89831891,54.74420723,15,73.12012188,81.26191195,54.66742342,10,42.73704809,46.27137815,33.58067603,14,58.34613302,63.36952646,40.46823168,6,24.6636951,27.08511401,18.69447858,5,20.60184075,22.54246532,15.67679306,10,42.19072291,46.11057782,31.58497574,4,16.29671693,18.1685614,13.64126195,1,4.15574485,4.904009564,4.430124096,3,12.48639451,14.246768,11.61087921
PA14_00600,PA14 ref,complement(60765..61148),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4381742,11,87.8941108,101.3414472,49.23104833,19,145.7597477,166.3964673,81.86228206,40,253.9034095,281.8488919,138.8034145,27,175.9624914,193.3975437,98.53957302,25,161.8544365,179.876628,91.11237236,7,39.7320994,43.01792188,23.50647322,10,55.35068422,60.11618024,28.90587977,6,32.75647006,35.97241705,18.69447858,8,43.77891159,47.9027388,25.08286889,15,84.0518308,91.86091676,47.37746362,0,0,0,0,1,5.519348629,6.513137702,4.430124096,0,0,0,0
PA14_00620,PA14 ref,complement(61430..63091),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4381743,78,143.9998035,166.0310156,349.0928882,152,269.4187394,307.5631453,654.8982564,248,363.7143425,403.7459938,860.5811698,203,305.6698339,335.9567973,740.8716046,226,338.0595767,375.7018842,823.6558462,43,56.39130353,61.05483291,144.3969069,65,83.12593732,90.28278332,187.8882185,56,70.63729765,77.57228802,174.4818,64,80.91986547,88.54224645,200.6629512,52,67.32238096,73.5771675,164.2418739,8,10.00159523,11.15038064,27.2825239,4,5.100914256,6.019361919,17.72049638,1,1.277188368,1.457250638,3.87029307
PA14_00630,PA14 ref,63701..63841,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4381744,12,261.1322131,301.0840675,53.70659818,8,167.1421967,190.8062514,34.46832929,17,293.8796909,326.2251004,58.99145115,15,266.2316654,292.6109407,54.74420723,14,246.8452342,274.3309935,51.02292852,22,340.0777869,368.2020304,73.87748728,27,407.0041802,442.0457849,78.04587538,16,237.8909599,261.2464897,49.85194287,30,447.103778,489.2194601,94.06075835,16,244.1675879,266.8527057,50.53596119,27,397.8826102,443.5834937,92.07851815,26,390.8168561,461.1855802,115.1832265,31,466.6900644,532.485584,119.9790852
phzH,PA14 ref,64665..66497,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4381745,21,35.15241331,40.53054755,93.98654681,42,67.49973327,77.05637076,180.9587288,66,87.76497558,97.42469061,229.0256339,65,88.74388847,97.53698025,237.224898,89,120.7100321,134.1508705,324.3600456,21,24.97074659,27.03581342,70.51941967,47,54.49913524,59.19131593,135.8576349,23,26.30525037,28.887833,71.66216787,47,53.88173735,58.95721699,147.3618548,35,41.0858922,44.90309952,110.5474151,68,77.08267093,85.93640335,231.9014531,58,67.06324749,79.13835401,256.9471975,46,53.26983365,60.77999222,178.0334812
PA14_00650,PA14 ref,complement(66550..66978),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4381746,21,150.196675,173.1759759,93.98654681,23,157.9376876,180.2985645,99.0964467,40,227.2701847,252.2843228,138.8034145,45,262.5081456,288.51848,164.2326217,28,162.2619022,180.3294643,102.045857,16,81.29004951,88.01269131,53.72908165,18,89.18040311,96.85851697,52.03058359,28,136.8288912,150.2624041,87.24090002,32,156.7468723,171.511904,100.3314756,25,125.3920086,137.0419271,78.96243936,33,159.8331853,178.1916599,112.5404111,31,153.1522752,180.7281846,137.333847,24,118.751724,135.4937376,92.88703367
PA14_00660,PA14 ref,complement(67187..67735),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4381747,8,44.71116218,51.5517347,35.80439879,6,32.19542313,36.75366318,25.85124696,6,26.63904624,29.57103128,20.82051217,11,50.14272168,55.11105879,40.14575197,14,63.39740987,70.45659397,51.02292852,6,23.82064975,25.79060422,20.14840562,7,27.10066288,29.43393306,20.23411584,6,22.91162933,25.16103487,18.69447858,8,30.62131521,33.5057408,25.08286889,12,47.03228128,51.40195561,37.90197089,2,7.569513329,8.438949284,6.820630974,1,3.860528003,4.5556373,4.430124096,5,19.3323048,22.05783752,19.35146535
PA14_00670,PA14 ref,complement(67774..68280),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4381748,12,72.62256815,83.7334389,53.70659818,20,116.208332,132.6611511,86.17082322,24,115.3833245,128.08281,83.28204869,28,138.2094168,151.9037468,102.1891868,17,83.35982337,92.64178523,61.95641321,13,55.88690904,60.50872528,43.65487884,18,75.46034109,81.95720667,52.03058359,24,99.23853651,108.9815238,74.7779143,20,82.89498053,90.70341075,62.70717224,15,63.66055824,69.57513222,47.37746362,16,65.57258884,73.10427072,54.56504779,14,58.52469078,69.0623832,62.02173734,12,50.24111401,57.3242736,46.44351683
PA14_00680,PA14 ref,complement(68346..69266),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4381749,2,6.662982637,7.682383917,8.951099697,1,3.198568096,3.651422564,4.308541161,2,5.293100393,5.875677224,6.940170724,0,0,0,0,0,0,0,0,3,7.099639911,7.686776176,10.07420281,2,4.615561942,5.012945323,5.781175954,0,0,0,0,0,0,0,0,0,0,0,0,2,4.512120323,5.030383449,6.820630974,2,4.60245358,5.431150657,8.860248191,1,2.304763374,2.62969659,3.87029307
